fname,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y
109.jpg,0.0,0.0,-0.34467704758151685,-0.11293507316028203,-0.6891009200164673,-0.22625108273491856,-0.8336991530740965,-0.3873201262957892,-0.9449134911531795,-0.47289483733363136,-0.35559880325208976,-0.47513854350033063,-0.37845501517950103,-0.6936600631478946,-0.3670269092157954,-0.8365801410116703,-0.45621500954360206,-0.9552963200983543,5.31678675080049e-17,-0.5043616753751152,0.07711274659809662,-0.7475751394748852,0.011104482080703502,-0.8997066137640057,0.0767891227150944,-1.0,0.3106459048369662,-0.467408980412976,0.366379661449791,-0.6769929307887899,0.3778077674134967,-0.8199130086525654,0.443745583194454,-0.9205873313029141,0.5218292014415572,-0.4065262138273399,0.7110567090313078,-0.5640578576285078,0.8550781430593684,-0.6550327381783975,1.0,-0.7459005094675273
11.jpg,-0.0,0.0,-0.5204249276682773,-0.33993977587748603,-1.0,-0.6273338981567834,-0.6396014364571267,-0.8584882507474664,-0.15874208228127212,-0.9279572669089574,-0.40135019215764195,-0.7145692438692826,-0.47957507233172264,-1.0,-0.31992672323968563,-0.9638676605852112,-0.27960511968052876,-0.9097470458808792,1.838154418379193e-16,-0.7126058777207026,-0.07872890021857007,-0.9987131415352243,0.03969157850354526,-0.8374823670513015,-0.1198307655773694,-0.6952941101149637,0.44116777567230964,-0.6571984045515948,0.360902583587363,-0.9430837226275814,0.2406938029766262,-0.74812786635452,0.19996995265119402,-0.6223529236015818,0.7620007657227601,-0.5851556714605524,0.6420439951342682,-0.74616450020594,0.5609985412496791,-0.6745101721573339,0.5208029427016446,-0.5503101905105392
110.jpg,0.0,0.0,-0.37829996270674116,-0.09399294493727021,-0.7565999254134823,-0.18798588987454043,-0.8916479159492027,-0.3657658595231697,-1.0,-0.4605005024907074,-0.35097417486434346,-0.4866525420437936,-0.45854827514216934,-0.7007904714714202,-0.4590175635189847,-0.8199196014868132,-0.4594868518958,-0.9390487315022064,5.616346020349428e-17,-0.4762478001469416,5.616346020349428e-17,-0.7143717002204123,-0.05308311757368973,-0.8808708699846068,-0.053552405950505075,-1.0,0.24309137919036164,-0.4414485712022342,0.24402995594399235,-0.6794381113183895,0.32521684513305144,-0.7868779250473366,0.324747556756236,-0.9060070550627297,0.48618275838072317,-0.40664934225752686,0.5954734191851513,-0.5499042394061445,0.7570692137902977,-0.6453805804039496,0.8113996035137745,-0.7172794671579219
111.jpg,0.0,0.0,-0.3463393248575186,-0.15839490924904115,-0.7689609820254274,-0.24197641758273095,-0.9073008508289088,-0.4049088747736572,-1.0,-0.5134513523532515,-0.2922197460503029,-0.5100807170252505,-0.3077597544936431,-0.6942965196686485,-0.2780974475132739,-0.8236923806264881,-0.24701743062659334,-0.9533257232273977,0.0,-0.49806494788770544,0.1449626138633153,-0.7405408343670244,0.17604263074999588,-0.8701741769679341,0.20614334193904565,-1.0,0.2917813418416224,-0.4856192166759342,0.3604616233945475,-0.6532817022399019,0.39154164028122823,-0.7829150448408114,0.4682623768002988,-0.858158407830389,0.4226216571679088,-0.4144834395540157,0.6607218244109958,-0.5488468105279667,0.7374425609300664,-0.6240901735175443,0.8141632974491371,-0.6993335365071217
112.jpg,0.0,0.0,-0.3279708588846533,-0.11024772508586418,-0.6905233727021827,-0.17783478568203456,-0.8905010340628219,-0.3146171160125884,-1.0,-0.43467474773438686,-0.3449986668876511,-0.4636106747206773,-0.381572784331246,-0.670575860628639,-0.36413063059817113,-0.8173625708347638,-0.38315090111188777,-0.9206955039478069,-6.427455552738349e-17,-0.4996558669194256,-0.0005260389268805991,-0.7495810369989567,-0.01807988585675894,-0.8532132897938755,-0.000637732123683936,-1.0,0.182423814430761,-0.46650578938379045,0.23591404668055022,-0.6562524837614846,0.3448869736908476,-0.7861200221192173,0.32691878103089206,-0.8892584819926236,0.4534455549710678,-0.41583790063601206,0.5634705598351264,-0.5455109657541082,0.6359810625986323,-0.6319247270187591,0.672857832575501,-0.675872297033353
113.jpg,0.0,0.0,-0.36139813090946765,-0.15762233562300382,-0.6998272294861677,-0.21714249917468445,-0.8913079469357865,-0.3459623178836921,-1.0,-0.45968134866497756,-0.31483337954766843,-0.4813548299850051,-0.360695266737969,-0.6791675450144977,-0.4378346095599686,-0.8343686236919247,-0.4601007777212373,-0.933428360625092,-1.1815890749035867e-16,-0.5205876445296497,-0.04586188719030065,-0.7184003595591423,-0.038531582673382685,-0.8592861915766112,-0.030223159374451112,-1.0,0.1692145492883499,-0.4908275627538094,0.2074708773512176,-0.6738462486924218,0.21577930065014916,-0.8145600571158107,0.2772799156562992,-0.8983469825271757,0.3384290985766999,-0.46106748097796907,0.5139958335999544,-0.5723652548136777,0.5764745673881179,-0.6559801566309628,0.6077520230198171,-0.6985917929830283
114.jpg,0.0,0.0,-0.3983332109062498,-0.12823243650134641,-0.7971145791364959,-0.25611131374116297,-0.8989798485020489,-0.39784449911144565,-1.0,-0.5393901956371595,-0.29815817727590094,-0.5028214898223667,-0.3203026397505158,-0.7065936163773368,-0.3482456940910753,-0.8314742241640216,-0.3039055723614552,-0.9407718394238753,0.0,-0.5159472610021651,0.08952536132684245,-0.7343550026773034,0.10062319095434509,-0.8908898735847153,0.14580843055156745,-1.0,0.2193336850329551,-0.4677412095203358,0.3084108890358014,-0.6857953919339443,0.4267244225708055,-0.7791350369778288,0.4706163869764294,-0.8880790929761526,0.43821921274191405,-0.4191815987769767,0.6340639633282656,-0.5736869960655279,0.7129396523516017,-0.6359134260947842,0.9034851651763952,-0.7127754712442088
115.jpg,0.0,0.0,-0.30053333982757785,-0.05572069266487239,-0.6824192684233599,-0.09349773753356022,-0.8897265111295116,-0.26863025171639765,-1.0,-0.3917342605862588,-0.345017290925917,-0.4401764284276897,-0.386650674589645,-0.6529807356207871,-0.4372862987677172,-0.7649501743084399,-0.464722858116994,-0.9068900796834312,-8.434231910716377e-17,-0.4439744656599366,-0.05444328089230929,-0.7273842311785308,-0.022241975549169714,-0.8581895663713136,-0.04898507135551129,-1.0,0.20349958599191462,-0.4402822783080405,0.2451329696556426,-0.6714524367748798,0.27733427499878216,-0.8022577719676626,0.25059117919244056,-0.9440682055963491,0.44274450830451506,-0.3956145258329025,0.5582125809751107,-0.5447857122994272,0.6278097754614972,-0.6346971123614421,0.7207722468462324,-0.7537683603943237
116.jpg,0.0,0.0,-0.32893417882139375,-0.07503163322516285,-0.6839170687269398,-0.1221801688689916,-0.8568745337791954,-0.2965480985810139,-1.0,-0.43028624398619186,-0.3248620989943568,-0.44463968882693516,-0.36754534537414185,-0.689997469341987,-0.40052562388566953,-0.7989952868242199,-0.40930479160696626,-0.9355289005339548,0.0,-0.43780243810024483,-0.01698075128311772,-0.7115066642991266,0.00028879207973780865,-0.8759233755901955,0.04612031813959906,-1.0,0.1898807924276263,-0.4283145677817874,0.257342733757118,-0.6489320203738942,0.32922297090113156,-0.8008917423650327,0.32044380317983473,-0.9374253560747677,0.43471849462389567,-0.4059063600609036,0.561498217628805,-0.5457275921418175,0.6374505345998556,-0.6294929316344835,0.7385277625080977,-0.7409677180315675
117.jpg,0.0,0.0,-0.2830755566935245,-0.059998526248003614,-0.5656056884223216,-0.11988144839919027,-0.7980598518328857,-0.2660359969264795,-1.0,-0.37330511845815634,-0.25201611648534733,-0.47300630990121056,-0.29258382074855255,-0.6753754196321922,-0.3657441116774286,-0.8201851694627907,-0.3757978006971839,-0.9836688521981599,-6.575539995539155e-17,-0.45200881474563626,-0.006338842703352022,-0.7115904720865498,-0.015847106758379925,-0.8749585507251021,0.004260271281130651,-1.0,0.11184190055040351,-0.4607215724720215,0.1654402384044963,-0.6427635840153442,0.23319206515583496,-0.7580750663054907,0.25365239137952944,-0.8826733220452473,0.2830755566935244,-0.3920102884976327,0.3673803865716106,-0.5354944624836673,0.46490832682112804,-0.6117085324366941,0.5460437353475383,-0.6589791277203673
118.jpg,0.0,0.0,-0.28728453185511427,-0.0701343149342409,-0.6228195545816473,-0.15204794531110524,-0.8013851071600331,-0.29502106585736687,-1.0,-0.40963611047871856,-0.2328665082860543,-0.45437011661956184,-0.28067946367551505,-0.6976778286915435,-0.2944442033780634,-0.8336710788348447,-0.30820894308061153,-0.9696643289781459,-1.0265927184488173e-16,-0.4636482944091771,0.06818276327160808,-0.7118908459511969,0.07478783145120735,-0.8757860652993223,0.109273582620078,-1.0,0.1640120738097045,-0.45648310614688103,0.2394715764656533,-0.636821691546918,0.3213327475420267,-0.7498478119554328,0.35558436298811397,-0.8737410343663999,0.2878391351984638,-0.3933785850445613,0.43753186596227056,-0.5223420413559413,0.5269902440435509,-0.5670080889023877,0.6360296909408457,-0.6393907877943229
119.jpg,0.0,0.0,-0.37899806933099417,-0.11408972046326854,-0.7924670722351316,-0.27120029408368046,-0.9307685650385581,-0.4446090893761728,-1.0,-0.6034397597449106,-0.3450359942554952,-0.5054845196714548,-0.34509390781852645,-0.7228586625373501,-0.31118974630605845,-0.8245867294739189,-0.31095809205393415,-0.9691719082853631,-1.0117223084192623e-16,-0.5070408751375128,0.033337389451792585,-0.7535178621677936,0.10262673797626562,-0.8843539240706735,0.06866466290076645,-1.0,0.20679241501509968,-0.464631883030168,0.3095928936804588,-0.6968633785031553,0.34468851287730823,-0.7987603375239174,0.3785926743897761,-0.9004884044604861,0.41358483003019947,-0.4222228909228231,0.517067907882296,-0.5819980557078206,0.6204351586083302,-0.6694806310870959,0.6892156486351593,-0.7276914702177923
120.jpg,0.0,0.0,-0.32526397541186775,-0.12451536573131479,-0.675789172188531,-0.22084690292582046,-0.8875842049892315,-0.392344169130031,-1.0,-0.5125459954689796,-0.36259673590341,-0.4982884649402152,-0.39997356114810706,-0.7050772784011842,-0.3630792449504547,-0.8315985802602455,-0.4125276093218984,-0.9405089355108822,0.0,-0.49983538595604177,-0.012268728897114247,-0.7355962711536562,-0.036608996920975356,-0.8734786981409387,0.00028531927667701173,-1.0,0.18745476477683956,-0.4662205467391135,0.23786814724237268,-0.6903607327604998,0.27577154628726913,-0.8170814756834739,0.2878430854140159,-0.9149599338938059,0.3756332931242461,-0.43247592049818173,0.5006031363088058,-0.5766778230055768,0.5756421060748771,-0.6632648101275972,0.6881019658388,-0.7100472695365802
121.jpg,0.0,0.0,-0.3748170422482949,-0.128302455892911,-0.7806018743119758,-0.22823852026185992,-0.9476311351832738,-0.3902696766683801,-1.0,-0.4998146716342457,-0.3232920163765227,-0.4905286053536001,-0.35497170940605566,-0.6973269171130833,-0.40698462261570845,-0.8071979625562358,-0.35497170940605577,-0.9331437213511021,-1.0411912761869766e-16,-0.4716336084760379,0.030967789815386084,-0.735816804238019,0.08213686408008476,-0.8619000989834024,0.06193557963077217,-1.0,0.2495220765584564,-0.46437818881615006,0.32173627421742174,-0.6880408508324377,0.37410513903414777,-0.8143126601045911,0.39515026242841433,-0.9118920273754955,0.5414903515125193,-0.4167907499373389,0.6248270061446317,-0.5714289507334543,0.7184422788049372,-0.6571802262599143,0.8120575514652424,-0.7429315017863743
122.jpg,0.0,0.0,-0.3620700901995186,-0.09456778234342407,-0.7243836741120632,-0.18877047351546952,-0.8938434892142969,-0.35842367302279093,-1.0,-0.5173653087257066,-0.3618232224396608,-0.519905109637101,-0.36157804170321883,-0.7327563188696288,-0.4458167442697439,-0.8177053102983216,-0.4460636120296018,-0.9241910688252427,-1.3267280504936776e-16,-0.531823085820598,-0.06305812358008882,-0.7553858588575313,-0.04138212205052092,-0.893514241473079,-0.04162898981037874,-1.0,0.1923617203140111,-0.5009081434502671,0.192606901050453,-0.713759352682795,0.2778297006095775,-0.8415412626653156,0.2775828328497197,-0.9480270211922366,0.38349753694581257,-0.46938332655849335,0.4692073239309893,-0.5978954188837713,0.5965494747733762,-0.6832028331519454,0.6605883212992326,-0.7792218112245253
123.jpg,0.0,0.0,-0.38281086523470126,-0.14258467637108072,-0.7652859314648106,-0.285539405659427,-0.9115916151266074,-0.4461830866213354,-1.0,-0.59039484978023,-0.29372144667761585,-0.5626354523361589,-0.3230292067428442,-0.7719765289337953,-0.3231785124159602,-0.8529801172708854,-0.3523369668080724,-0.9813176055314317,-8.632476353713694e-17,-0.564445002053839,-0.0293077600652284,-0.7737860786514753,0.0004384813448387557,-0.8868018078608046,0.02950368907121303,-1.0,0.17638772407645548,-0.5171871032185256,0.20632989449250758,-0.7106539049178132,0.23607613590257487,-0.8236696341271426,0.2359268302294588,-0.9046732224642328,0.35345648183660394,-0.46974674145334594,0.3832027232466711,-0.5827624706626753,0.5300867582519134,-0.6643945759350397,0.588851584055486,-0.7291538364565157
124.jpg,0.0,0.0,-0.32356093475342085,-0.11727546457121944,-0.7060360009835303,-0.24958569400058112,-0.8533585173336115,-0.39809412261894417,-1.0,-0.5464336746129863,-0.29372144667761585,-0.5207412595181518,-0.3230292067428442,-0.7144946667087231,-0.323318382414567,-0.8635848124925156,-0.2942531746881926,-0.9683541954117476,-8.632476353713694e-17,-0.5224160690155498,0.00024255233885378064,-0.7463093479212963,0.0585222734647185,-0.8808761040134856,0.029699618077198005,-1.0,0.17706875776014838,-0.4785081466920978,0.23588020689658976,-0.6878780359062409,0.2948409617061474,-0.8222759153741093,0.2946916560330313,-0.8972479251203841,0.35345648183660394,-0.43476910099296673,0.5005364458478312,-0.5847834624844068,0.588851584055486,-0.6748605790877146,0.7065211056612379,-0.7206169328264616
125.jpg,0.0,0.0,-0.3785579599533089,-0.10158220706602143,-0.8019892894838048,-0.2482134349690329,-0.8536494872607203,-0.37027469220932274,-0.9053096850376359,-0.4923359494496127,-0.3727368062602816,-0.5161706075574836,-0.34760893909643376,-0.7007616408816228,-0.3152554547903387,-0.8086977508086559,-0.32204228299006715,-0.8857099872119556,-6.029323825766402e-17,-0.49143827887966707,0.01886792452830174,-0.7525218775858179,0.050694523270214245,-0.8609776585341392,0.12122264557543186,-1.0,0.2887231241772707,-0.48083109751510755,0.35246441828275965,-0.6968656753842684,0.4220268660812758,-0.8360503748652242,0.37133234281106153,-0.957949274090419,0.5397984959196017,-0.4386180135904317,0.7310223782360684,-0.5952834683182469,0.8464238701184731,-0.6892567889471177,1.0,-0.8143163411148167
126.jpg,0.0,0.0,-0.4043370801356656,-0.13376656751037208,-0.7638164108903363,-0.22563576981635128,-0.8656189272753313,-0.38219517747056736,-0.999423473745054,-0.508566838007119,-0.3488288058338227,-0.5109489152161066,-0.382459504039023,-0.726826808420845,-0.3592871553363555,-0.8288656693437574,-0.41570585140759264,-0.94304448408727,-1.6852266946899607e-16,-0.4912177172046232,0.07848844758619482,-0.7246601760001152,0.13418889730635336,-0.8564035563343815,0.11211914579139509,-1.0,0.3144798612775435,-0.442068890271034,0.3934943797965016,-0.6750281213602154,0.44972090044942314,-0.806288273988171,0.5502790995505763,-0.8961342891180444,0.5508051704833398,-0.4044333442071105,0.7195351877642875,-0.5535978448875062,0.8989157299660836,-0.630624341273406,1.0,-0.7199871286969689
127.jpg,0.0,0.0,-0.2757604707115043,-0.07653522362430912,-0.6499897642700384,-0.20326206821998424,-0.8167837355351526,-0.3669080752403786,-1.0,-0.49912937460597007,-0.24975786445252063,-0.4877041845112362,-0.324007629470978,-0.7070362672729129,-0.31591755064485116,-0.8439178768116439,-0.3069612869284227,-0.981061552485742,-7.97752277314884e-17,-0.484208281825922,0.0009173635401095904,-0.725974714787171,0.009198399263907775,-0.8632217279032833,0.017963706082664822,-1.0,0.11768062761533897,-0.4665929704928422,0.15918816353394616,-0.6674202060733231,0.20940982762150234,-0.763521346924639,0.20156188434285494,-0.8685095077891715,0.2923737208089087,-0.4394631694337972,0.34192015690383465,-0.5356676477271273,0.39262609208634974,-0.6313000475590476,0.4262345060765015,-0.6956110771781792
128.jpg,0.0,0.0,-0.33845561845230737,-0.0872433843886335,-0.6607613570709068,-0.20701880263160294,-0.8302839190822506,-0.3742105829125641,-1.0,-0.5410296398587358,-0.2544773619234214,-0.49726365786488774,-0.33023553935564925,-0.720910720762482,-0.3215227141418137,-0.8604028085174117,-0.31349615395156116,-1.0,-8.106192411313874e-17,-0.4936974215564709,-0.05911555148134256,-0.7493986912459532,0.008809584667038345,-0.8802245817570307,0.00019351890640544926,-0.9877675664477311,0.11872384907986226,-0.475514476671529,0.1439735919402171,-0.6482840449503735,0.21170520918219232,-0.7787372121266617,0.20358188953873696,-0.8858023697549141,0.2796303453305733,-0.41586568108126837,0.34736196257254853,-0.5463188482575565,0.3814212900999418,-0.6119181551804899,0.4152870987209294,-0.677144738768634
129.jpg,0.0,0.0,-0.34263248460384,-0.05808490806259823,-0.6859264218806603,-0.11628194915234434,-0.889932011074885,-0.2765130366324582,-1.0,-0.3893180832416411,-0.3265020959478343,-0.43193330576729744,-0.4328682140454382,-0.638256518316229,-0.522442490814056,-0.7790885920997609,-0.6122496506753612,-0.9196021769381297,-1.5944621319233561e-16,-0.43922740344295114,-0.008065194328003138,-0.6915306080335526,-0.020260829063810274,-0.8507462686567163,0.02419558298400838,-1.0,0.22820117217823305,-0.4005415090769349,0.25742153133571366,-0.6153806020764856,0.3596572090255133,-0.7551972490030672,0.3476572607773117,-0.913663798708757,0.4001788671531334,-0.37138692201848794,0.5599609273922267,-0.5014479955832046,0.6780941106453446,-0.5755671478263713,0.7962272938984627,-0.649686300069538
13.jpg,-0.0,0.0,-0.538438356990025,-0.1277423775265502,-1.0,-0.2980883864337102,-0.6914986589518727,-0.46904419321685514,0.07856432510622945,-0.46965399109283995,-0.5051080372479881,-0.45102432339842413,-0.889792966277913,-0.6639739636861939,-0.8462465720398995,-0.8101884206920178,-0.8802700177801881,-0.9141829393627955,3.1111631625705033e-16,-0.42689277149708804,-0.04354639423801308,-0.7075710859883522,6.222326325141007e-16,-0.8537855429941761,0.04354639423801411,-1.0,0.4275381972696865,-0.36054128126070567,0.41801524877196194,-0.5372250770811922,0.318024289545852,-0.4211647824597465,0.011210559623903965,-0.2503665638917438,0.8027001778018867,-0.3242754367934224,0.9010035259018175,-0.4401781431997259,0.6163095560980022,-0.34229530661185337,0.46255612813790214,-0.2570880438506338
130.jpg,0.0,0.0,-0.27410735323240687,-0.020088325897798586,-0.6314117992283796,-0.08505101064488407,-0.8326647788132543,-0.21256373985509144,-1.0,-0.3038643518327435,-0.2918338052966865,-0.4162528657138676,-0.3871140272134215,-0.6147790164082051,-0.5180220615764011,-0.7597918300420617,-0.5478316427938498,-0.8863259953548231,-1.425160686977657e-16,-0.42328216634835825,-0.007800043654803486,-0.6665340902695178,-2.850321373955314e-16,-0.8465643326967165,-0.010900691104683695,-1.0,0.22267129812327693,-0.4125952580174326,0.2990426299272465,-0.6104497716809312,0.3904228300165798,-0.7451906661213524,0.48159487475263446,-0.8796246336951669,0.4085323457518237,-0.348611137167793,0.601985281681895,-0.46435033187874514,0.7584198117639572,-0.5264853872043765,0.8646007247853756,-0.5978057355551137
